,Doc Number,Type,Entity,Entity Name,Vendor,Amount,Begin Date,End Date,0,url
24,35504,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$93.80,06/29/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=RzifKyYdcXnwoMlcaQ6A%2Bg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
0,35505,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$178.00,06/29/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=5bw9HmWs%2FKGML2%2BgW85tVA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
1,35506,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,547.20",06/29/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=GG6BYYgBWBbd%2F4dM48lKzg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
2,35507,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$692.00,06/29/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=ZENas%2B8qaKWgWtvnLIS6Ow%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
5,35332,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$22,112.97",06/20/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=LHQMTp%2FhXOOXJ92OeXCTEA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
12,34672,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$667.46,05/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=wdlYs1RrOtEA7Rh1ZvWSJQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
13,34673,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$440.22,05/02/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=9yPDuX%2BazWWDi08%2FMRp5%2FQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
15,34493,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$197.68,03/23/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=w4gsYnjc8Hcf8pcILjUMag%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
16,34188,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$198.04,03/05/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=mdWWQbBk6S69HnNrSe%2FSpQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
17,34189,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$178.00,03/05/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=E95VRxzevSvqdv0aGCzlyQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
18,33940,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$183.28,02/18/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=qIFymKqZHJmNYDEgMwIpfw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
19,33941,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$222.50,02/24/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=pkZEbohPk7QViEy7LZgUXA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
20,33948,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,220.42",02/25/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=f67Zeg2ZHQSX1xNl%2Bi9ecw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
21,33953,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$133.50,02/18/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=GzYm9NB1AsyiftX8NcuBEw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
22,33954,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$222.50,02/24/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=QAou%2BHRPoP%2FIEocewKvGxg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
24,33836,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$528.27,02/11/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=kJCUAA%2Fww%2F0Y6hziBnV%2FNw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
1,33280,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$914.30,01/06/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=eaGTrj%2B2ly1ebB3a9Kq8Ow%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
2,33281,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$12,994.00",01/11/2021,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=zVIfleJkTcSFWnvOkWjksg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
7,32578,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$667.56,11/06/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=FIxfC%2F4faN5T6VddWmisCA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
8,32579,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,903.63",11/06/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=86GYpjPlHt1SlRAII0vy6w%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
9,32581,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$91.26,11/09/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=uckuL9VtQNArRJw2TTVAYw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
10,31947,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER CO.,$133.50,08/29/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=QfoMK9w4YtI4Um%2FynJeQgQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0LqtbJAejO1QItwgH5U8gww%3D
11,31954,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,371.08",09/15/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=io2jZJKS%2FnAVgsHVbA9LHA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
12,31838,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$7,790.00",08/26/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Ark2LNEa2gaAKAafVnRFFg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
14,31711,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$2,177.20",07/31/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Nh2YbYTvq%2B7Sre2PopHBrg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
16,31653,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$366.20,07/29/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=5NdaA3ER8jHhnYKJZDbxMA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
17,31654,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$804.60,07/29/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=9itFc6P%2Bsxiy8t9%2FHzrnaQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
18,31659,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$224.20,07/30/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=7BMuyJKgpSK6hQcIRyxzrQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
21,31601,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$110.83,07/21/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=xAi8jD0U3cOzo6UMXFiEjw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
22,31602,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$178.00,07/21/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=G%2BHAM4zjbpYK2bFhEocSmw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
23,31603,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,159.06",07/21/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=eP%2FDo1yyXi4RK8gYvews6g%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
24,31604,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$341.94,07/21/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=vRn6L6VRTuWwTaSw4WIPXw%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
1,31575,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$366.79,07/09/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=ZvpDYLiM%2BMVChXdGLIh7sA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
2,31481,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$144.30,06/17/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=gqiayRoJx000Uz7pSFEsVA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
3,31482,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$93.80,06/23/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=7BlGblhZX2AzljQJmfc3fg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
4,31484,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$133.50,06/24/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Hx89zYGplqa6dmIpXIq%2F5Q%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
5,31485,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$21,753.38",06/08/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=8Dm4ygvd27z4t2fr7nWbkA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
6,31487,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$817.50,06/25/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=YBbMjvEXz041vzqlsScWkA%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
11,29354,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$456.80,03/06/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=vYZLBeryq7jxmrNDHNHWwg%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
15,28760,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,"$1,116.38",01/27/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=Lgp6xVbZn4pbbh7kNb8UtQ%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
16,28761,CN,051,University of Nebraska Lincoln,CONTINENTAL FIRE SPRINKLER COMPANY,$281.63,02/04/2020,12/31/2099,,https://statecontracts.nebraska.gov/Search/SearchDocuments?A=Va79UbFZunQFtH3xQr2ovw%3D%3D&D=kNFXQk4IRsZIPZSuDU2jrQ%3D%3D&DN=3RHidToWPqAI7SQNy7Xq4w%3D%3D&N=MtDhwHsABlrB5bkzi23S3MJH2nMFV2z9DlC5SwJqa0Q%3D&DT=alQT0%2B51hm2oW6NMeITLVg%3D%3D&V=mbZaOD%2BHoLL5mcVvPFUx0EdfD120RX7yqrEoAH64mzRldgDkgD8c3gf%2B0ZSTZWD%2B
